Order Id,Customer ID,Cust_name,Age,City,State,Order Date,Ord_Status,Product ID,Prod_Name,Category,Sub category,Price,Quantity,Amount,Paymt-Mode,Delivery Time,Delivery status,Distance,Rating,REVENUE,DELIVERY_time,Distance_category,Order Type,MONTH,,,,,,,,,,,,,,,,,
O000476,C00476,Krishna Gupta,59,Kolkata,West Bengal,2024-07-12 00:00:00,Out for Delivery,P00193,Quick Chocolate 6 pcs,Personal Care,Deos & Perfumes,210,2,1160,Credit Card,48,Delivered On Time,8.3,4,420,Slow,Far,Failed,July,,,,,,,,,,,,,,,,,
O000477,C00477,Diya Patel,38,Chennai,Tamil Nadu,2024-12-08 00:00:00,Out for Delivery,P01189,Pure Atta 500ml,Grocery & Staples,Dal & Pulses,260,1,200,Wallet,25,Delivered On Time,5.9,1,260,Fast,Near,Failed,December,,,,,,,,,,,,,,,,,
O000478,C00478,Pooja Yadav,21,Bengaluru,Karnataka,2023-09-13 00:00:00,Delivered,P00866,Daily Tea 200g,Grocery & Staples,Dal & Pulses,150,3,360,Cash on Delivery,78,Delivered Late,8.7,4,450,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O000479,C00479,Khushi Sharma,47,Chennai,Tamil Nadu,2023-10-10 00:00:00,Out for Delivery,P00013,Quick Cold Drink 500g,Snacks & Branded Foods,Instant Food,160,2,260,Debit Card,38,Delivered On Time,6.3,4,320,Fast,Far,Failed,October,,,,,,,,,,,,,,,,,
O000480,C00480,Diya Verma,41,Hyderabad,Telangana,2023-05-21 00:00:00,Delivered,P00115,Smart Potato 1L,Snacks & Branded Foods,Chips & Namkeen,40,3,480,Net Banking,39,Delivered Late,3.7,3,120,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O000481,C00481,Pooja Reddy,55,Ahmedabad,Gujarat,2024-11-16 00:00:00,Delivered,P00178,Quick Curd 500g,Personal Care,Deos & Perfumes,380,1,50,Debit Card,48,Delivered On Time,9,4,380,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O000482,C00482,Meera Patel,44,Mumbai,Maharashtra,2024-11-27 00:00:00,Delivered,P01026,Smart Banana 200g,Dairy & Bakery,Paneer,120,1,230,Debit Card,60,Delivered Late,6.1,4,120,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O000483,C00483,Meera Yadav,18,Kolkata,West Bengal,2024-02-02 00:00:00,Delivered,P00949,Quick Dishwash 500ml,Fruits & Vegetables,Herbs,270,3,1020,UPI,34,Delivered Late,2.1,5,810,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O000484,C00484,Vihaan Patel,44,Ahmedabad,Gujarat,2023-10-08 00:00:00,Out for Delivery,Not found,Not found,Not found,Not found,0,2,500,Wallet,33,Delivered On Time,6.5,4,0,Fast,Far,Failed,October,,,,,,,,,,,,,,,,,
O000485,C00485,Krishna Reddy,32,Jaipur,Rajasthan,2024-03-01 00:00:00,Delivered,P00943,Happy Curd 1L,Grocery & Staples,Atta & Flour,60,1,250,Credit Card,39,Delivered On Time,4.5,5,60,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O000486,C00486,Ananya Jain,50,Bengaluru,Karnataka,2023-12-13 00:00:00,Delivered,P00181,Smart Milk 200g,Household,Laundry,150,5,100,UPI,64,Delivered Late,7.3,4,750,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O000487,C00487,Isha Verma,45,Bengaluru,Karnataka,2024-05-04 00:00:00,Delivered,P01024,Smart Potato 500ml,Dairy & Bakery,Curd & Yogurt,270,1,60,UPI,5,Delivered On Time,0.6,3,270,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O000488,C00488,Yash Reddy,43,Pune,Maharashtra,2024-12-06 00:00:00,Delivered,P00653,Metro Eggs 1kg,Snacks & Branded Foods,Chips & Namkeen,50,3,1380,Credit Card,30,Delivered On Time,4.7,4,150,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000489,C00489,Riya Reddy,30,Bengaluru,Karnataka,2024-02-23 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,1,600,Credit Card,44,Delivered On Time,5.8,4,0,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O000490,C00490,Vihaan Gupta,47,Pune,Maharashtra,2023-02-26 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,5,1250,UPI,35,Delivered Late,2.9,4,0,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O000491,C00491,Vihaan Singh,31,Ahmedabad,Gujarat,2023-10-18 00:00:00,Delivered,P01055,Daily Eggs 1L,Household,Laundry,70,5,650,UPI,61,Delivered Late,6.2,1,350,Slow,Far,Successful,October,,,,,,,,,,,,,,,,,
O000492,C00492,Riya Reddy,37,Lucknow,Uttar Pradesh,2024-01-22 00:00:00,Delivered,P00534,Urban Almonds 1L,Grocery & Staples,Dry Fruits,510,5,1400,UPI,46,Delivered On Time,7.8,5,2550,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O000493,C00493,Ishaan Yadav,33,Pune,Maharashtra,2023-09-27 00:00:00,Cancelled,P00287,Smart Toothpaste 500g,Dairy & Bakery,Paneer,200,3,90,UPI,35,Delivered Late,3.7,3,600,Fast,Near,Failed,September,,,,,,,,,,,,,,,,,
O000494,C00494,Khushi Sharma,29,Mumbai,Maharashtra,2024-02-04 00:00:00,Out for Delivery,P00959,Happy Potato 200g,Dairy & Bakery,Milk,190,5,950,UPI,55,Delivered On Time,7.9,5,950,Slow,Far,Failed,February,,,,,,,,,,,,,,,,,
O000495,C00495,Riya Singh,47,Delhi,Delhi,2023-12-12 00:00:00,Out for Delivery,P01163,Pure Floor Cleaner 500ml,Personal Care,Deos & Perfumes,560,5,2500,UPI,36,Delivered On Time,4.7,5,2800,Fast,Near,Failed,December,,,,,,,,,,,,,,,,,
O000496,C00496,Vihaan Sharma,32,Bengaluru,Karnataka,2023-01-07 00:00:00,Delivered,P00674,Pure Dishwash 6 pcs,Dairy & Bakery,Breads,280,4,480,UPI,7,Delivered On Time,1.5,4,1120,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O000497,C00497,Isha Yadav,34,Delhi,Delhi,2023-09-18 00:00:00,Delivered,P00763,Quick Namkeen 1L,Household,Disposables,110,3,480,Cash on Delivery,39,Delivered Late,4.3,4,330,Fast,Near,Successful,September,,,,,,,,,,,,,,,,,
O000498,C00498,Aditya Patel,23,Pune,Maharashtra,2023-10-04 00:00:00,Delivered,P01198,Daily Banana 200g,Fruits & Vegetables,Fresh Fruits,150,4,680,UPI,31,Delivered Late,3.3,4,600,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O000499,C00499,Vivaan Jain,54,Kolkata,West Bengal,2024-01-20 00:00:00,Delivered,P00391,Happy Tea 200g,Beverages,Juices,90,2,540,UPI,57,Delivered On Time,8.5,4,180,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O000500,C00500,Saanvi Sharma,29,Pune,Maharashtra,2023-11-11 00:00:00,Cancelled,P00989,Urban Floor Cleaner 6 pcs,Household,Disposables,110,2,180,UPI,87,Delivered On Time,9.8,4,220,Slow,Far,Failed,November,,,,,,,,,,,,,,,,,
O000501,C00501,Aryan Reddy,27,Mumbai,Maharashtra,2023-09-11 00:00:00,Cancelled,P01165,Good Cookies 1kg,Snacks & Branded Foods,Instant Food,80,4,440,Cash on Delivery,33,Delivered Late,2.6,3,320,Fast,Near,Failed,September,,,,,,,,,,,,,,,,,
O000502,C00502,Nisha Mehta,49,Kolkata,West Bengal,2024-10-01 00:00:00,Delivered,P01108,Smart Apple 2kg,Personal Care,Hair Care,120,1,690,UPI,90,Delivered Late,9.2,5,120,Slow,Far,Successful,October,,,,,,,,,,,,,,,,,
O000503,C00503,Saanvi Sharma,26,Kolkata,West Bengal,2024-11-15 00:00:00,Delivered,P00428,Fresh Tea 500ml,Beverages,Juices,190,4,320,Cash on Delivery,72,Delivered Late,9,2,760,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O000504,C00504,Khushi Patel,42,Pune,Maharashtra,2023-08-29 00:00:00,Cancelled,P00204,Smart Bread 12 pcs,Beverages,Energy Drinks,40,4,1120,UPI,50,Delivered On Time,10,3,160,Slow,Far,Failed,August,,,,,,,,,,,,,,,,,
O000505,C00505,Meera Jain,50,Pune,Maharashtra,2024-10-02 00:00:00,Delivered,P00656,Good Cold Drink 6 pcs,Snacks & Branded Foods,Chips & Namkeen,20,4,2040,Cash on Delivery,26,Delivered Late,2.2,4,80,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O000506,C00506,Rohan Gupta,32,Mumbai,Maharashtra,2024-12-29 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,2,300,UPI,31,Delivered Late,3.4,3,0,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000507,C00507,Vivaan Jain,55,Hyderabad,Telangana,2024-03-26 00:00:00,Cancelled,P00895,Pure Cookies 2kg,Personal Care,Deos & Perfumes,220,3,1980,Credit Card,48,Delivered Late,4.1,1,660,Slow,Near,Failed,March,,,,,,,,,,,,,,,,,
O000508,C00508,Vihaan Patel,21,Hyderabad,Telangana,2024-07-18 00:00:00,Delivered,P00142,Metro Bread 500g,Grocery & Staples,Atta & Flour,420,5,1300,Debit Card,6,Delivered On Time,2.9,4,2100,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O000509,C00509,Isha Yadav,55,Pune,Maharashtra,2023-07-28 00:00:00,Cancelled,P00465,Smart Tea 1L,Personal Care,Hair Care,60,5,3800,UPI,16,Delivered On Time,4.8,4,300,Fast,Near,Failed,July,,,,,,,,,,,,,,,,,
O000510,C00510,Ananya Mehta,40,Lucknow,Uttar Pradesh,2023-12-29 00:00:00,Delivered,P00746,Good Coffee 2kg,Household,Cleaning Supplies,210,5,400,Credit Card,17,Delivered On Time,4.2,4,1050,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000511,C00511,Krishna Mehta,49,Jaipur,Rajasthan,2024-05-23 00:00:00,Delivered,P01030,Green Atta 2kg,Beverages,Juices,190,1,130,Wallet,75,Delivered Late,6.5,4,190,Slow,Far,Successful,May,,,,,,,,,,,,,,,,,
O000512,C00512,Aryan Jain,32,Lucknow,Uttar Pradesh,2024-12-25 00:00:00,Delivered,P00424,Good Toothpaste 12 pcs,Personal Care,Deos & Perfumes,250,1,380,UPI,21,Delivered Late,3,4,250,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000513,C00513,Aarav Singh,57,Hyderabad,Telangana,2023-04-04 00:00:00,Delivered,P00363,Quick Namkeen 500g,Personal Care,Oral Care,450,2,1400,Credit Card,86,Delivered Late,9.1,2,900,Slow,Far,Successful,April,,,,,,,,,,,,,,,,,
O000514,C00514,Diya Gupta,27,Lucknow,Uttar Pradesh,2024-01-18 00:00:00,Delivered,P01043,Fresh Bread 6 pcs,Dairy & Bakery,Curd & Yogurt,230,3,870,Credit Card,29,Delivered Late,1.3,5,690,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O000515,C00515,Krishna Verma,22,Pune,Maharashtra,2023-05-18 00:00:00,Delivered,P00273,Good Namkeen 1kg,Snacks & Branded Foods,Biscuits & Cookies,70,3,1680,UPI,34,Delivered Late,3.2,4,210,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O000516,C00516,Isha Mehta,38,Bengaluru,Karnataka,2024-09-25 00:00:00,Delivered,P00480,Pure Banana 1kg,Personal Care,Hair Care,160,2,100,Credit Card,50,Delivered Late,4.3,3,320,Slow,Near,Successful,September,,,,,,,,,,,,,,,,,
O000517,C00517,Kriti Jain,53,Lucknow,Uttar Pradesh,2024-06-01 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,2,40,Wallet,61,Delivered On Time,9.3,3,0,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O000518,C00518,Kabir Mehta,36,Bengaluru,Karnataka,2023-01-14 00:00:00,Delivered,P01116,Quick Toothpaste 6 pcs,Fruits & Vegetables,Fresh Vegetables,250,5,800,Net Banking,53,Delivered On Time,8.2,4,1250,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O000519,C00519,Aarav Mehta,54,Mumbai,Maharashtra,2023-04-04 00:00:00,Cancelled,P01067,Fresh Toothpaste 200g,Baby Care,Baby Food,290,3,450,UPI,27,Delivered On Time,3.8,4,870,Fast,Near,Failed,April,,,,,,,,,,,,,,,,,
O000520,C00520,Nisha Yadav,24,Ahmedabad,Gujarat,2023-01-28 00:00:00,Delivered,P00072,Fresh Almonds 500ml,Dairy & Bakery,Cakes,40,1,30,UPI,45,Delivered Late,3.9,5,40,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O000521,C00521,Diya Verma,38,Bengaluru,Karnataka,2023-04-17 00:00:00,Delivered,P00433,Good Cold Drink 2kg,Beverages,Juices,30,5,300,UPI,43,Delivered On Time,9.1,4,150,Fast,Far,Successful,April,,,,,,,,,,,,,,,,,
O000522,C00522,Aditya Yadav,31,Hyderabad,Telangana,2023-03-09 00:00:00,Delivered,P00633,Quick Eggs 2kg,Baby Care,Baby Food,490,4,2240,UPI,26,Delivered Late,2,4,1960,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O000523,C00523,Aditya Yadav,18,Mumbai,Maharashtra,2023-05-06 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,5,1800,UPI,11,Delivered On Time,1.5,2,0,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O000524,C00524,Riya Khan,49,Kolkata,West Bengal,2024-03-11 00:00:00,Delivered,P00686,Happy Shampoo 200g,Personal Care,Deos & Perfumes,580,2,220,UPI,20,Delivered On Time,5.3,4,1160,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O000525,C00525,Meera Khan,54,Hyderabad,Telangana,2024-12-25 00:00:00,Cancelled,P00508,Quick Coffee 1kg,Baby Care,Baby Skin Care,670,2,400,UPI,22,Delivered On Time,5,4,1340,Fast,Near,Failed,December,,,,,,,,,,,,,,,,,
O000526,C00526,Riya Verma,38,Chennai,Tamil Nadu,2024-02-04 00:00:00,Delivered,P00875,Metro Cookies 200g,Baby Care,Diapers,110,4,920,UPI,69,Delivered Late,8.6,3,440,Slow,Far,Successful,February,,,,,,,,,,,,,,,,,
O000527,C00527,Aditya Yadav,28,Delhi,Delhi,2024-12-22 00:00:00,Delivered,P00920,Urban Milk 12 pcs,Beverages,Juices,60,5,1450,UPI,23,Delivered Late,1.8,3,300,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000528,C00528,Aditya Yadav,48,Mumbai,Maharashtra,2024-06-07 00:00:00,Delivered,P00925,Quick Banana 6 pcs,Snacks & Branded Foods,Instant Food,70,2,680,UPI,59,Delivered Late,9.6,3,140,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O000529,C00529,Aryan Mehta,24,Pune,Maharashtra,2024-08-08 00:00:00,Cancelled,P00862,Pure Juice 6 pcs,Dairy & Bakery,Breads,20,5,750,UPI,29,Delivered Late,2,3,100,Fast,Near,Failed,August,,,,,,,,,,,,,,,,,
O000530,C00530,Ishaan Khan,52,Chennai,Tamil Nadu,2024-03-22 00:00:00,Cancelled,P01188,Good Juice 1kg,Snacks & Branded Foods,Chips & Namkeen,160,2,160,Cash on Delivery,54,Delivered Late,4.3,5,320,Slow,Near,Failed,March,,,,,,,,,,,,,,,,,
O000531,C00531,Yash Reddy,43,Lucknow,Uttar Pradesh,2023-08-09 00:00:00,Delivered,P00988,Happy Curd 2kg,Beverages,Juices,60,3,420,UPI,39,Delivered Late,3.6,5,180,Fast,Near,Successful,August,,,,,,,,,,,,,,,,,
O000532,C00532,Saanvi Gupta,45,Delhi,Delhi,2024-07-10 00:00:00,Delivered,P01175,Green Potato 500ml,Household,Disposables,300,2,680,UPI,79,Delivered On Time,9,5,600,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O000533,C00533,Nisha Jain,31,Bengaluru,Karnataka,2024-03-28 00:00:00,Delivered,P00985,Daily Tea 1kg,Household,Disposables,260,2,460,UPI,53,Delivered On Time,6,5,520,Slow,Near,Successful,March,,,,,,,,,,,,,,,,,
O000534,C00534,Yash Verma,37,Kolkata,West Bengal,2024-07-08 00:00:00,Delivered,P00008,Pure Tomato 1L,Beverages,Energy Drinks,140,5,900,UPI,37,Delivered On Time,4,2,700,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O000535,C00535,Saanvi Reddy,42,Bengaluru,Karnataka,2024-05-14 00:00:00,Delivered,P00573,Daily Basmati Rice 1kg,Beverages,Juices,230,2,320,Debit Card,55,Delivered Late,6.6,4,460,Slow,Far,Successful,May,,,,,,,,,,,,,,,,,
O000536,C00536,Isha Yadav,34,Ahmedabad,Gujarat,2023-04-20 00:00:00,Delivered,P01033,Daily Toothpaste 6 pcs,Personal Care,Skin Care,410,2,420,UPI,12,Delivered On Time,3.1,5,820,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O000537,C00537,Rohan Patel,27,Delhi,Delhi,2023-10-26 00:00:00,Delivered,P00137,Daily Milk 12 pcs,Baby Care,Baby Skin Care,740,3,360,UPI,43,Delivered On Time,6.6,4,2220,Fast,Far,Successful,October,,,,,,,,,,,,,,,,,
O000538,C00538,Ananya Singh,55,Hyderabad,Telangana,2023-09-16 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,2,760,UPI,41,Delivered Late,4.6,3,0,Fast,Near,Successful,September,,,,,,,,,,,,,,,,,
O000539,C00539,Vivaan Khan,52,Ahmedabad,Gujarat,2024-12-31 00:00:00,Delivered,P00049,Metro Atta 1L,Personal Care,Oral Care,540,2,140,Debit Card,65,Delivered On Time,8.7,3,1080,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O000540,C00540,Kabir Jain,20,Jaipur,Rajasthan,2024-08-24 00:00:00,Delivered,P00300,Urban Cashew 1kg,Personal Care,Oral Care,510,5,150,UPI,63,Delivered Late,7.1,4,2550,Slow,Far,Successful,August,,,,,,,,,,,,,,,,,
O000541,C00541,Khushi Mehta,46,Bengaluru,Karnataka,2024-06-30 00:00:00,Out for Delivery,P00882,Pure Milk 12 pcs,Baby Care,Diapers,660,2,500,Debit Card,58,Delivered On Time,7.6,1,1320,Slow,Far,Failed,June,,,,,,,,,,,,,,,,,
O000542,C00542,Ishaan Patel,23,Kolkata,West Bengal,2023-11-30 00:00:00,Returned,P01023,Metro Floor Cleaner 6 pcs,Beverages,Juices,60,2,200,UPI,48,Delivered Late,6.1,4,120,Slow,Far,Failed,November,,,,,,,,,,,,,,,,,
O000543,C00543,Krishna Mehta,22,Delhi,Delhi,2024-09-19 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,1,250,UPI,40,Delivered On Time,8.3,4,0,Fast,Far,Successful,September,,,,,,,,,,,,,,,,,
O000544,C00544,Meera Khan,35,Jaipur,Rajasthan,2024-09-23 00:00:00,Delivered,P00030,Fresh Cold Drink 500g,Grocery & Staples,Dal & Pulses,250,2,1100,UPI,54,Delivered Late,7.2,4,500,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O000545,C00545,Aarav Mehta,44,Delhi,Delhi,2024-02-02 00:00:00,Delivered,P00089,Happy Dishwash 500g,Beverages,Soft Drinks,30,4,1200,UPI,26,Delivered On Time,5.9,3,120,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O000546,C00546,Krishna Gupta,24,Delhi,Delhi,2023-02-23 00:00:00,Delivered,P00830,Green Tea 500g,Grocery & Staples,Dry Fruits,210,4,920,UPI,24,Delivered Late,2.8,5,840,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O000547,C00547,Vihaan Reddy,44,Chennai,Tamil Nadu,2023-06-11 00:00:00,Delivered,P00769,Urban Toor Dal 2kg,Baby Care,Baby Food,720,2,140,Wallet,55,Delivered Late,6.7,3,1440,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O000548,C00548,Saanvi Mehta,29,Chennai,Tamil Nadu,2024-06-08 00:00:00,Delivered,P00644,Pure Toor Dal 500ml,Personal Care,Hair Care,440,1,260,UPI,13,Delivered On Time,3.3,3,440,Fast,Near,Successful,June,,,,,,,,,,,,,,,,,
O000549,C00549,Krishna Mehta,43,Mumbai,Maharashtra,2023-04-25 00:00:00,Cancelled,P01191,Quick Dishwash 12 pcs,Grocery & Staples,Atta & Flour,110,4,640,Net Banking,9,Delivered Late,0.6,5,440,Fast,Near,Failed,April,,,,,,,,,,,,,,,,,
O000550,C00550,Diya Patel,35,Pune,Maharashtra,2023-05-29 00:00:00,Delivered,P00264,Green Potato 500ml,Personal Care,Hair Care,140,3,1800,Credit Card,32,Delivered Late,3.9,2,420,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O000551,C00551,Diya Reddy,49,Delhi,Delhi,2024-07-06 00:00:00,Delivered,P00124,Happy Eggs 1L,Dairy & Bakery,Cakes,150,2,1060,UPI,68,Delivered Late,7.3,4,300,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O000552,C00552,Krishna Reddy,38,Chennai,Tamil Nadu,2024-11-05 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,4,400,Net Banking,71,Delivered On Time,8.9,4,0,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O000553,C00553,Nisha Verma,44,Ahmedabad,Gujarat,2023-09-02 00:00:00,Delivered,P00854,Metro Milk 1kg,Dairy & Bakery,Milk,180,4,800,Debit Card,49,Delivered Late,5.5,4,720,Slow,Near,Successful,September,,,,,,,,,,,,,,,,,
O000554,C00554,Ananya Sharma,22,Chennai,Tamil Nadu,2023-10-19 00:00:00,Cancelled,P00125,Green Toor Dal 6 pcs,Fruits & Vegetables,Fresh Vegetables,130,4,760,UPI,60,Delivered Late,5.4,4,520,Slow,Near,Failed,October,,,,,,,,,,,,,,,,,
O000555,C00555,Khushi Khan,51,Lucknow,Uttar Pradesh,2023-12-17 00:00:00,Delivered,P00502,Fresh Bread 1kg,Dairy & Bakery,Milk,40,5,1150,Net Banking,64,Delivered On Time,9.7,4,200,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O000556,C00556,Aryan Patel,33,Mumbai,Maharashtra,2024-07-24 00:00:00,Out for Delivery,P00064,Good Toor Dal 2kg,Snacks & Branded Foods,Chips & Namkeen,40,3,450,UPI,70,Delivered On Time,9.5,5,120,Slow,Far,Failed,July,,,,,,,,,,,,,,,,,
O000557,C00557,Vivaan Yadav,47,Jaipur,Rajasthan,2024-09-22 00:00:00,Out for Delivery,P00920,Urban Milk 12 pcs,Beverages,Juices,60,5,1100,Debit Card,67,Delivered Late,8.3,4,300,Slow,Far,Failed,September,,,,,,,,,,,,,,,,,
O000558,C00558,Vihaan Sharma,56,Ahmedabad,Gujarat,2024-12-18 00:00:00,Delivered,P00738,Metro Shampoo 6 pcs,Personal Care,Oral Care,480,4,280,Credit Card,58,Delivered Late,7.4,4,1920,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O000559,C00559,Saanvi Mehta,28,Chennai,Tamil Nadu,2023-08-28 00:00:00,Delivered,P00721,Urban Basmati Rice 1L,Beverages,Energy Drinks,200,2,800,Debit Card,39,Delivered Late,4.2,3,400,Fast,Near,Successful,August,,,,,,,,,,,,,,,,,
O000560,C00560,Aditya Reddy,28,Lucknow,Uttar Pradesh,2023-04-16 00:00:00,Delivered,P00792,Metro Tea 500ml,Personal Care,Skin Care,380,2,260,UPI,5,Delivered On Time,1.1,1,760,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O000561,C00561,Kabir Patel,44,Jaipur,Rajasthan,2024-04-01 00:00:00,Delivered,P00242,Fresh Banana 1L,Dairy & Bakery,Paneer,110,4,280,Credit Card,39,Delivered Late,4.8,2,440,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O000562,C00562,Aarav Jain,56,Mumbai,Maharashtra,2023-04-15 00:00:00,Out for Delivery,P00848,Fresh Basmati Rice 1L,Household,Disposables,130,4,2280,UPI,61,Delivered Late,6.6,4,520,Slow,Far,Failed,April,,,,,,,,,,,,,,,,,
O000563,C00563,Rohan Mehta,59,Chennai,Tamil Nadu,2024-01-14 00:00:00,Delivered,P00148,Metro Bread 200g,Household,Disposables,90,2,460,UPI,37,Delivered Late,5.8,3,180,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O000564,C00564,Isha Yadav,47,Chennai,Tamil Nadu,2023-09-14 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,4,520,UPI,47,Delivered Late,6.8,5,0,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O000565,C00565,Khushi Mehta,18,Jaipur,Rajasthan,2023-10-24 00:00:00,Delivered,P00329,Fresh Shampoo 200g,Grocery & Staples,Dry Fruits,560,3,210,Wallet,10,Delivered On Time,2.6,5,1680,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O000566,C00566,Ananya Singh,37,Delhi,Delhi,2023-01-21 00:00:00,Returned,P00811,Quick Chocolate 1kg,Grocery & Staples,Rice,380,4,880,Credit Card,30,Delivered Late,1.5,4,1520,Fast,Near,Failed,January,,,,,,,,,,,,,,,,,
O000567,C00567,Aditya Yadav,35,Chennai,Tamil Nadu,2023-12-30 00:00:00,Delivered,P00641,Quick Coffee 1kg,Fruits & Vegetables,Fresh Fruits,150,3,690,UPI,27,Delivered On Time,4.5,4,450,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000568,C00568,Yash Patel,33,Mumbai,Maharashtra,2023-10-10 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,1,120,Wallet,21,Delivered Late,2.1,5,0,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O000569,C00569,Isha Yadav,59,Ahmedabad,Gujarat,2024-12-26 00:00:00,Delivered,P00910,Happy Toor Dal 1kg,Personal Care,Deos & Perfumes,500,1,770,UPI,23,Delivered Late,1.6,4,500,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000570,C00570,Rohan Khan,20,Lucknow,Uttar Pradesh,2023-12-14 00:00:00,Delivered,P00926,Happy Basmati Rice 200g,Snacks & Branded Foods,Biscuits & Cookies,90,4,680,Debit Card,67,Delivered Late,6.8,5,360,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O000571,C00571,Pooja Patel,32,Jaipur,Rajasthan,2024-04-30 00:00:00,Delivered,P00213,Pure Toothpaste 1L,Baby Care,Baby Food,390,4,1320,Wallet,32,Delivered Late,4.2,4,1560,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O000572,C00572,Saanvi Yadav,28,Jaipur,Rajasthan,2024-12-10 00:00:00,Delivered,P00031,Smart Tea 500ml,Baby Care,Baby Food,220,3,510,Cash on Delivery,36,Delivered On Time,5.5,2,660,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O000573,C00573,Yash Verma,34,Jaipur,Rajasthan,2024-11-12 00:00:00,Delivered,P00488,Daily Tea 500ml,Fruits & Vegetables,Fresh Fruits,170,5,2550,UPI,71,Delivered Late,7.5,5,850,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O000574,C00574,Diya Verma,37,Kolkata,West Bengal,2023-02-10 00:00:00,Delivered,P01178,Daily Cookies 12 pcs,Baby Care,Diapers,690,1,280,UPI,14,Delivered On Time,1.3,2,690,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O000575,C00575,Ananya Reddy,25,Ahmedabad,Gujarat,2024-01-19 00:00:00,Delivered,P00713,Green Eggs 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,240,4,2400,UPI,11,Delivered On Time,1.4,5,960,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
